activity	time	p	p_peak	p_smooth
Mouse9, F, NoAbCec	1515	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.083	5.8	1	1
Mouse7, F, AbSal	1515.083	0	0	0
Mouse9, F, NoAbCec	1515.083	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.167	5.8	1	1
Mouse7, F, AbSal	1515.167	0	0	0
Mouse9, F, NoAbCec	1515.167	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.25	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.25	5.8	1	1
Mouse7, F, AbSal	1515.25	0	0	0
Mouse9, F, NoAbCec	1515.25	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.333	5.8	1	1
Mouse7, F, AbSal	1515.333	0	0	0
Mouse9, F, NoAbCec	1515.333	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.417	5.8	1	1
Mouse7, F, AbSal	1515.417	0	0	0
Mouse9, F, NoAbCec	1515.417	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.5	5.8	1	1
Mouse7, F, AbSal	1515.5	0	0	0
Mouse9, F, NoAbCec	1515.5	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.583	5.8	1	1
Mouse7, F, AbSal	1515.583	0	0	0
Mouse9, F, NoAbCec	1515.583	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.667	5.8	1	1
Mouse7, F, AbSal	1515.667	0	0	0
Mouse9, F, NoAbCec	1515.667	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.75	5.8	1	1
Mouse7, F, AbSal	1515.75	0	0	0
Mouse9, F, NoAbCec	1515.75	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.833	5.8	1	1
Mouse7, F, AbSal	1515.833	0	0	0.04715447154471544
Mouse9, F, NoAbCec	1515.833	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1515.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1515.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1515.917	5.8	1	1
Mouse7, F, AbSal	1515.917	5.8	0.14146341463414633	0.09430894308943089
Mouse9, F, NoAbCec	1515.917	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1516	5.8	1	1
Mouse7, F, AbSal	1516	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.083	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1516.083	5.8	1	1
Mouse7, F, AbSal	1516.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.083	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.167	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1516.167	5.8	1	1
Mouse7, F, AbSal	1516.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.167	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.25	5.8	0.14146341463414633	0.2975609756097561
Mouse5, F, AbCec	1516.25	5.8	1	1
Mouse7, F, AbSal	1516.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.25	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.333	25	0.6097560975609756	0.4536585365853658
Mouse5, F, AbCec	1516.333	5.8	1	1
Mouse7, F, AbSal	1516.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.333	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.417	25	0.6097560975609756	0.6097560975609756
Mouse5, F, AbCec	1516.417	5.8	1	1
Mouse7, F, AbSal	1516.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.417	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.5	25	0.6097560975609756	0.6097560975609756
Mouse5, F, AbCec	1516.5	5.8	1	1
Mouse7, F, AbSal	1516.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.5	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.583	25	0.6097560975609756	0.6097560975609756
Mouse5, F, AbCec	1516.583	5.8	1	1
Mouse7, F, AbSal	1516.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.583	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.667	25	0.6097560975609756	0.6097560975609756
Mouse5, F, AbCec	1516.667	5.8	1	1
Mouse7, F, AbSal	1516.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.667	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.75	25	0.6097560975609756	0.4065040650406504
Mouse5, F, AbCec	1516.75	5.8	1	1
Mouse7, F, AbSal	1516.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.75	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.833	0	0	0.2032520325203252
Mouse5, F, AbCec	1516.833	5.8	1	1
Mouse7, F, AbSal	1516.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.833	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1516.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1516.917	0	0	0
Mouse5, F, AbCec	1516.917	5.8	1	1
Mouse7, F, AbSal	1516.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1516.917	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1517	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517	0	0	0
Mouse5, F, AbCec	1517	5.8	1	1
Mouse7, F, AbSal	1517	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1517.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.083	0	0	0
Mouse5, F, AbCec	1517.083	5.8	1	1
Mouse7, F, AbSal	1517.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.083	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1517.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.167	0	0	0
Mouse5, F, AbCec	1517.167	5.8	1	1
Mouse7, F, AbSal	1517.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.167	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1517.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.25	0	0	0
Mouse5, F, AbCec	1517.25	5.8	1	1
Mouse7, F, AbSal	1517.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.25	20	0.4878048780487805	0.4878048780487805
Mouse2, F, NoAbCec	1517.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.333	0	0	0
Mouse5, F, AbCec	1517.333	5.8	1	1
Mouse7, F, AbSal	1517.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.333	20	0.4878048780487805	0.3252032520325203
Mouse2, F, NoAbCec	1517.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.417	0	0	0
Mouse5, F, AbCec	1517.417	5.8	1	1
Mouse7, F, AbSal	1517.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.417	0	0	0.16260162601626016
Mouse2, F, NoAbCec	1517.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.5	0	0	0
Mouse5, F, AbCec	1517.5	5.8	1	1
Mouse7, F, AbSal	1517.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.5	0	0	0
Mouse2, F, NoAbCec	1517.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.583	0	0	0
Mouse5, F, AbCec	1517.583	5.8	1	1
Mouse7, F, AbSal	1517.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.583	0	0	0
Mouse2, F, NoAbCec	1517.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.667	0	0	0
Mouse5, F, AbCec	1517.667	5.8	1	1
Mouse7, F, AbSal	1517.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.667	0	0	0
Mouse2, F, NoAbCec	1517.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.75	0	0	0
Mouse5, F, AbCec	1517.75	5.8	1	1
Mouse7, F, AbSal	1517.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.75	0	0	0
Mouse2, F, NoAbCec	1517.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.833	0	0	0
Mouse5, F, AbCec	1517.833	5.8	1	1
Mouse7, F, AbSal	1517.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.833	0	0	0
Mouse2, F, NoAbCec	1517.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1517.917	0	0	0
Mouse5, F, AbCec	1517.917	5.8	1	1
Mouse7, F, AbSal	1517.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1517.917	0	0	0
Mouse2, F, NoAbCec	1518	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518	0	0	0
Mouse5, F, AbCec	1518	5.8	1	1
Mouse7, F, AbSal	1518	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518	0	0	0
Mouse2, F, NoAbCec	1518.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.083	0	0	0
Mouse5, F, AbCec	1518.083	5.8	1	1
Mouse7, F, AbSal	1518.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.083	0	0	0
Mouse2, F, NoAbCec	1518.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.167	0	0	0
Mouse5, F, AbCec	1518.167	5.8	1	1
Mouse7, F, AbSal	1518.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.167	0	0	0
Mouse2, F, NoAbCec	1518.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.25	0	0	0
Mouse5, F, AbCec	1518.25	5.8	1	1
Mouse7, F, AbSal	1518.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.25	0	0	0
Mouse2, F, NoAbCec	1518.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.333	0	0	0
Mouse5, F, AbCec	1518.333	5.8	1	1
Mouse7, F, AbSal	1518.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.333	0	0	0
Mouse2, F, NoAbCec	1518.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.417	0	0	0
Mouse5, F, AbCec	1518.417	5.8	1	1
Mouse7, F, AbSal	1518.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.417	0	0	0
Mouse2, F, NoAbCec	1518.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.5	0	0	0
Mouse5, F, AbCec	1518.5	5.8	1	1
Mouse7, F, AbSal	1518.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.5	0	0	0
Mouse2, F, NoAbCec	1518.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.583	0	0	0
Mouse5, F, AbCec	1518.583	5.8	1	1
Mouse7, F, AbSal	1518.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.583	0	0	0
Mouse2, F, NoAbCec	1518.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.667	0	0	0
Mouse5, F, AbCec	1518.667	5.8	1	1
Mouse7, F, AbSal	1518.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.667	0	0	0
Mouse2, F, NoAbCec	1518.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.75	0	0	0
Mouse5, F, AbCec	1518.75	5.8	1	1
Mouse7, F, AbSal	1518.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.75	0	0	0
Mouse2, F, NoAbCec	1518.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.833	0	0	0
Mouse5, F, AbCec	1518.833	5.8	1	1
Mouse7, F, AbSal	1518.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.833	0	0	0
Mouse2, F, NoAbCec	1518.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1518.917	0	0	0
Mouse5, F, AbCec	1518.917	5.8	1	1
Mouse7, F, AbSal	1518.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1518.917	0	0	0
Mouse2, F, NoAbCec	1519	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519	0	0	0
Mouse5, F, AbCec	1519	5.8	1	1
Mouse7, F, AbSal	1519	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519	0	0	0
Mouse2, F, NoAbCec	1519.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.083	0	0	0
Mouse5, F, AbCec	1519.083	5.8	1	1
Mouse7, F, AbSal	1519.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.083	0	0	0
Mouse2, F, NoAbCec	1519.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.167	0	0	0
Mouse5, F, AbCec	1519.167	5.8	1	1
Mouse7, F, AbSal	1519.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.167	0	0	0
Mouse2, F, NoAbCec	1519.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.25	0	0	0
Mouse5, F, AbCec	1519.25	5.8	1	1
Mouse7, F, AbSal	1519.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.25	0	0	0
Mouse2, F, NoAbCec	1519.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.333	0	0	0
Mouse5, F, AbCec	1519.333	5.8	1	1
Mouse7, F, AbSal	1519.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.333	0	0	0
Mouse2, F, NoAbCec	1519.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.417	0	0	0
Mouse5, F, AbCec	1519.417	5.8	1	1
Mouse7, F, AbSal	1519.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.417	0	0	0
Mouse2, F, NoAbCec	1519.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.5	0	0	0
Mouse5, F, AbCec	1519.5	5.8	1	1
Mouse7, F, AbSal	1519.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.5	0	0	0
Mouse2, F, NoAbCec	1519.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.583	0	0	0
Mouse5, F, AbCec	1519.583	5.8	1	1
Mouse7, F, AbSal	1519.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.583	0	0	0
Mouse2, F, NoAbCec	1519.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.667	0	0	0
Mouse5, F, AbCec	1519.667	5.8	1	1
Mouse7, F, AbSal	1519.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.667	0	0	0
Mouse2, F, NoAbCec	1519.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.75	0	0	0
Mouse5, F, AbCec	1519.75	5.8	1	1
Mouse7, F, AbSal	1519.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.75	0	0	0
Mouse2, F, NoAbCec	1519.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.833	0	0	0
Mouse5, F, AbCec	1519.833	5.8	1	1
Mouse7, F, AbSal	1519.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.833	0	0	0
Mouse2, F, NoAbCec	1519.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1519.917	0	0	0
Mouse5, F, AbCec	1519.917	5.8	1	1
Mouse7, F, AbSal	1519.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1519.917	0	0	0
Mouse2, F, NoAbCec	1520	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520	0	0	0
Mouse5, F, AbCec	1520	5.8	1	1
Mouse7, F, AbSal	1520	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520	0	0	0
Mouse2, F, NoAbCec	1520.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.083	0	0	0
Mouse5, F, AbCec	1520.083	5.8	1	1
Mouse7, F, AbSal	1520.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.083	0	0	0
Mouse2, F, NoAbCec	1520.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.167	0	0	0
Mouse5, F, AbCec	1520.167	5.8	1	1
Mouse7, F, AbSal	1520.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.167	0	0	0
Mouse2, F, NoAbCec	1520.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.25	0	0	0
Mouse5, F, AbCec	1520.25	5.8	1	1
Mouse7, F, AbSal	1520.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.25	0	0	0
Mouse2, F, NoAbCec	1520.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.333	0	0	0
Mouse5, F, AbCec	1520.333	5.8	1	1
Mouse7, F, AbSal	1520.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.333	0	0	0
Mouse2, F, NoAbCec	1520.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.417	0	0	0
Mouse5, F, AbCec	1520.417	5.8	1	1
Mouse7, F, AbSal	1520.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.417	0	0	0
Mouse2, F, NoAbCec	1520.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.5	0	0	0
Mouse5, F, AbCec	1520.5	5.8	1	1
Mouse7, F, AbSal	1520.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.5	0	0	0
Mouse2, F, NoAbCec	1520.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.583	0	0	0
Mouse5, F, AbCec	1520.583	5.8	1	1
Mouse7, F, AbSal	1520.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.583	0	0	0
Mouse2, F, NoAbCec	1520.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.667	0	0	0
Mouse5, F, AbCec	1520.667	5.8	1	1
Mouse7, F, AbSal	1520.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.667	0	0	0
Mouse2, F, NoAbCec	1520.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.75	0	0	0
Mouse5, F, AbCec	1520.75	5.8	1	1
Mouse7, F, AbSal	1520.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.75	0	0	0
Mouse2, F, NoAbCec	1520.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.833	0	0	0
Mouse5, F, AbCec	1520.833	5.8	1	1
Mouse7, F, AbSal	1520.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.833	0	0	0
Mouse2, F, NoAbCec	1520.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1520.917	0	0	0
Mouse5, F, AbCec	1520.917	5.8	1	1
Mouse7, F, AbSal	1520.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1520.917	0	0	0
Mouse2, F, NoAbCec	1521	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521	0	0	0
Mouse5, F, AbCec	1521	5.8	1	1
Mouse7, F, AbSal	1521	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521	0	0	0
Mouse2, F, NoAbCec	1521.083	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.083	0	0	0
Mouse5, F, AbCec	1521.083	5.8	1	1
Mouse7, F, AbSal	1521.083	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.083	0	0	0
Mouse2, F, NoAbCec	1521.167	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.167	0	0	0
Mouse5, F, AbCec	1521.167	5.8	1	1
Mouse7, F, AbSal	1521.167	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.167	0	0	0
Mouse2, F, NoAbCec	1521.25	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.25	0	0	0
Mouse5, F, AbCec	1521.25	5.8	1	1
Mouse7, F, AbSal	1521.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.25	0	0	0
Mouse2, F, NoAbCec	1521.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.333	0	0	0
Mouse5, F, AbCec	1521.333	5.8	1	1
Mouse7, F, AbSal	1521.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.333	0	0	0
Mouse2, F, NoAbCec	1521.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.417	0	0	0
Mouse5, F, AbCec	1521.417	5.8	1	1
Mouse7, F, AbSal	1521.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.417	0	0	0
Mouse2, F, NoAbCec	1521.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.5	0	0	0.04715447154471544
Mouse5, F, AbCec	1521.5	5.8	1	1
Mouse7, F, AbSal	1521.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.5	0	0	0
Mouse2, F, NoAbCec	1521.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.583	5.8	0.14146341463414633	0.09430894308943089
Mouse5, F, AbCec	1521.583	5.8	1	1
Mouse7, F, AbSal	1521.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.583	0	0	0
Mouse2, F, NoAbCec	1521.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1521.667	5.8	1	1
Mouse7, F, AbSal	1521.667	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.667	0	0	0
Mouse2, F, NoAbCec	1521.75	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.75	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1521.75	5.8	1	1
Mouse7, F, AbSal	1521.75	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.75	0	0	0
Mouse2, F, NoAbCec	1521.833	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.833	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1521.833	5.8	1	1
Mouse7, F, AbSal	1521.833	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.833	0	0	0
Mouse2, F, NoAbCec	1521.917	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1521.917	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1521.917	5.8	1	1
Mouse7, F, AbSal	1521.917	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1521.917	0	0	0
Mouse2, F, NoAbCec	1522	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	1522	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	1522	5.8	1	1
Mouse7, F, AbSal	1522	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	1522	0	0	0
Mouse2, F, NoAbCec	1522.083	5.8	0.23199999999999998	0.23199999999999998
