activity	time	p	p_peak	p_smooth
Mouse5, F, AbCec	536.25	5.8	1	1
Mouse7, F, AbSal	536.25	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	536.25	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	536.333	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	536.333	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	536.333	5.8	1	1
Mouse7, F, AbSal	536.333	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	536.333	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	536.417	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	536.417	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	536.417	5.8	1	1
Mouse7, F, AbSal	536.417	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	536.417	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	536.5	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	536.5	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	536.5	5.8	1	1
Mouse7, F, AbSal	536.5	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	536.5	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	536.583	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	536.583	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	536.583	5.8	1	1
Mouse7, F, AbSal	536.583	5.8	0.14146341463414633	0.14146341463414633
Mouse9, F, NoAbCec	536.583	5.8	0.14146341463414633	0.14146341463414633
Mouse2, F, NoAbCec	536.667	5.8	0.23199999999999998	0.23199999999999998
Mouse4, F, AbSal	536.667	5.8	0.14146341463414633	0.14146341463414633
Mouse5, F, AbCec	536.667	5.8	1	1
